order_id,order_date,ship_date,customer_id,customer_name,region,category,product_name,quantity,unit_price,unit_cost,discount,year,quarter,month,month_name,month_year,day_of_week,days_to_ship,revenue,total_cost,profit,profit_margin,order_value,order_month,cohort_month,cohort_index,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,customer_segment
ORD00094,2023-11-12,2023-11-14,CUST0023,Liam Taylor,South,Furniture,Ergonomic Footrest,2,70.01,20.6,0.05,2023,Q4,11,Nov,2023-11,Sunday,2.0,133.02,41.2,91.82,69.03,133.02,2023-11,2022-01,22,3,13,2935.91,5,3,1,9,Loyal Customers
ORD00095,2024-07-26,2024-07-27,CUST0151,Uma Thompson,North,Clothing,Dress Pants,1,97.24,34.17,0.12,2024,Q3,7,Jul,2024-07,Friday,1.0,85.57,34.17,51.4,60.07,85.57,2024-07,2022-01,30,16,18,9832.7,5,5,5,15,Champions
ORD00096,2023-06-03,2023-06-04,CUST0386,Bob Taylor,North,Office Supplies,Stapler Heavy Duty,2,28.97,9.7,0.04,2023,Q2,6,Jun,2023-06,Saturday,1.0,55.62,19.4,36.22,65.12,55.62,2023-06,2022-06,12,7,12,2284.62,5,3,1,9,Loyal Customers
ORD00097,2024-06-19,2024-06-23,CUST0174,Beth Garcia,West,Office Supplies,Stapler Heavy Duty,4,25.69,8.81,0.07,2024,Q2,6,Jun,2024-06,Wednesday,4.0,95.57,35.24,60.33,63.13,95.57,2024-06,2022-01,29,40,13,10873.24,4,3,5,12,Loyal Customers
ORD00098,2024-05-31,2024-06-05,CUST0093,Diana Smith,North,Office Supplies,Desk Organizer,2,33.6,10.27,0.05,2024,Q2,5,May,2024-05,Friday,5.0,63.84,20.54,43.3,67.83,63.84,2024-05,2022-03,26,36,18,5023.39,4,5,3,12,Loyal Customers
ORD00099,2022-12-08,2022-12-14,CUST0228,Sam Thompson,East,Office Supplies,Sticky Notes Bulk,3,17.44,4.96,0.01,2022,Q4,12,Dec,2022-12,Thursday,6.0,51.8,14.88,36.92,71.27,51.8,2022-12,2022-02,10,13,12,7031.8,5,3,4,12,Loyal Customers
ORD00100,2022-06-03,2022-06-09,CUST0327,Victor Martin,,Sports & Outdoors,Jump Rope Pro,5,24.06,7.54,0.08,2022,Q2,6,Jun,2022-06,Friday,6.0,110.68,37.7,72.98,65.94,110.68,2022-06,2022-06,0,22,9,5351.15,4,1,3,8,New Customers
ORD00101,2022-09-16,2022-09-17,CUST0121,Alice Williams,West,Electronics,Smartphone X,2,1021.14,493.68,0.05,2022,Q3,9,Sep,2022-09,Friday,1.0,1940.17,987.36,952.81,49.11,1940.17,2022-09,2022-01,8,59,14,7054.08,3,4,4,11,Loyal Customers
ORD00102,2024-02-01,2024-02-05,CUST0391,Aaron Smith,East,Sports & Outdoors,Yoga Mat Premium,5,63.69,20.57,0.02,2024,Q1,2,Feb,2024-02,Thursday,4.0,312.08,102.85,209.23,67.04,312.08,2024-02,2022-04,22,42,16,5919.85,4,5,3,12,Loyal Customers
ORD00103,2023-01-17,2023-01-21,CUST0266,David Clark,East,Clothing,Running Shoes Pro,1,128.98,46.08,0.08,2023,Q1,1,Jan,2023-01,Tuesday,4.0,118.66,46.08,72.58,61.17,118.66,2023-01,2022-06,7,12,9,2139.24,5,1,1,7,New Customers
ORD00104,2024-10-02,2024-10-04,CUST0063,Xander Robinson,South,Office Supplies,Sticky Notes Bulk,1,18.25,5.4,0.01,2024,Q4,10,Oct,2024-10,Wednesday,2.0,18.07,5.4,12.67,70.12,18.07,2024-10,2022-01,33,3,17,5516.93,5,5,3,13,Loyal Customers
ORD00105,2023-12-13,2023-12-19,CUST0034,Bob Davis,East,Clothing,Business Suit,10,426.8,155.85,0.04,2023,Q4,12,Dec,2023-12,Wednesday,6.0,4097.28,1558.5,2538.78,61.96,4097.28,2023-12,2022-03,21,55,10,8028.84,3,2,4,9,Potential Loyalists
ORD00106,2024-01-11,2024-01-16,CUST0115,Olivia Brown,South,Furniture,Ergonomic Footrest,1,71.04,22.7,0.03,2024,Q1,1,Jan,2024-01,Thursday,5.0,68.91,22.7,46.21,67.06,68.91,2024-01,2022-02,23,55,16,10540.31,3,5,5,13,Loyal Customers
ORD00107,2022-09-23,2022-09-28,CUST0045,Rachel Davis,West,Furniture,Filing Cabinet,1,195.33,95.82,,2022,Q3,9,Sep,2022-09,Friday,5.0,,95.82,,,,2022-09,2022-01,8,76,11,2379.14,3,2,1,6,Potential Loyalists
ORD00108,2023-10-12,,CUST0038,Maya Wilson,East,Sports & Outdoors,Jump Rope Pro,1,27.77,7.36,0.1,2023,Q4,10,Oct,2023-10,Thursday,,24.99,7.36,17.63,70.55,24.99,2023-10,2022-04,18,341,5,970.36,1,1,1,3,Others
ORD00109,2024-06-05,2024-06-10,CUST0029,Carol Thompson,East,Furniture,Meeting Table,5,1286.33,531.5,0.08,2024,Q2,6,Jun,2024-06,Wednesday,5.0,5917.12,2657.5,3259.62,55.09,5917.12,2024-06,2022-06,24,156,8,11189.88,1,1,5,7,Others
ORD00110,2024-11-28,2024-12-01,CUST0041,Liam Miller,Central,Furniture,Standing Desk,1,586.08,294.55,0.1,2024,Q4,11,Nov,2024-11,Thursday,3.0,527.47,294.55,232.92,44.16,527.47,2024-11,2022-02,33,29,16,9188.63,4,5,5,14,Champions
ORD00111,2022-12-12,2022-12-17,CUST0298,Olivia Miller,Central,Office Supplies,Ballpoint Pens Pack,1,12.81,3.05,0.1,2022,Q4,12,Dec,2022-12,Monday,5.0,11.53,3.05,8.48,73.55,11.53,2022-12,2022-02,10,27,15,12417.01,4,4,5,13,Champions
ORD00112,2023-06-27,2023-07-03,CUST0108,Beth Clark,North,Office Supplies,Desk Organizer,1,31.23,11.64,0.06,2023,Q2,6,Jun,2023-06,Tuesday,6.0,29.36,11.64,17.72,60.35,29.36,2023-06,2022-03,15,67,10,6346.16,3,2,3,8,Potential Loyalists
ORD00113,2023-05-17,2023-05-24,CUST0351,Noah Johnson,North,Clothing,Dress Pants,1,99.15,36.82,0.07,2023,Q2,5,May,2023-05,Wednesday,7.0,92.21,36.82,55.39,60.07,92.21,2023-05,2022-11,6,17,10,4937.14,4,2,2,8,New Customers
ORD00114,2022-10-22,2022-10-25,CUST0368,Xander Garcia,East,Furniture,Filing Cabinet,1,221.03,94.46,0.15,2022,Q4,10,Oct,2022-10,Saturday,3.0,187.88,94.46,93.42,49.72,187.88,2022-10,2022-02,8,16,12,14616.53,5,3,5,13,Loyal Customers
ORD00115,2023-05-11,2023-05-15,CUST0063,Xander Robinson,North,Clothing,Casual Polo Shirt,1,60.95,17.04,0.04,2023,Q2,5,May,2023-05,Thursday,4.0,58.51,17.04,41.47,70.88,58.51,2023-05,2022-01,16,3,17,5516.93,5,5,3,13,Loyal Customers
ORD00116,2022-11-24,2022-12-01,CUST0168,Bob Anderson,South,Electronics,USB-C Hub,2,52.36,14.82,0.11,2022,Q4,11,Nov,2022-11,Thursday,7.0,93.2,29.64,63.56,68.2,93.2,2022-11,2022-02,9,63,18,9852.45,3,5,5,13,Loyal Customers
ORD00117,2024-10-15,2024-10-16,CUST0047,Maya Wilson,South,Furniture,Filing Cabinet,4,259.33,94.5,0.08,2024,Q4,10,Oct,2024-10,Tuesday,1.0,954.33,378.0,576.33,60.39,954.33,2024-10,2022-01,33,77,11,7042.55,2,2,4,8,Others
ORD00118,2024-08-21,2024-08-24,CUST0275,Diana Thompson,South,Furniture,Meeting Table,2,1183.04,519.73,0.03,2024,Q3,8,Aug,2024-08,Wednesday,3.0,2295.1,1039.46,1255.64,54.71,2295.1,2024-08,2022-06,26,39,14,8732.99,4,4,4,12,Champions
ORD00119,2022-04-15,2022-04-20,CUST0288,Victor Thomas,North,Office Supplies,Sticky Notes Bulk,1,17.82,4.92,0.08,2022,Q2,4,Apr,2022-04,Friday,5.0,16.39,4.92,11.47,69.98,16.39,2022-04,2022-01,3,23,17,12489.96,4,5,5,14,Champions
ORD00120,2022-09-01,2022-09-03,CUST0050,Aaron Johnson,East,Clothing,Cotton T-Shirt Pack,4,35.53,11.09,0.12,2022,Q3,9,Sep,2022-09,Thursday,2.0,125.07,44.36,80.71,64.53,125.07,2022-09,2022-01,8,262,11,2642.42,1,2,1,4,Others
ORD00121,2024-10-21,2024-10-22,CUST0024,Tara Wilson,West,Sports & Outdoors,Resistance Bands Kit,2,33.19,8.57,0.21,2024,Q4,10,Oct,2024-10,Monday,1.0,52.44,17.14,35.3,67.32,52.44,2024-10,2022-02,32,4,14,10265.87,5,4,5,14,Champions
ORD00122,2023-10-15,2023-10-17,CUST0202,Wendy Martinez,East,Sports & Outdoors,Jump Rope Pro,1,23.12,7.44,0.11,2023,Q4,10,Oct,2023-10,Sunday,2.0,20.58,7.44,13.14,63.85,20.58,2023-10,2022-06,16,41,11,7952.37,4,2,4,10,New Customers
ORD00123,2023-09-06,2023-09-10,CUST0009,Grace Davis,West,Sports & Outdoors,Resistance Bands Kit,2,30.97,9.01,0.1,2023,Q3,9,Sep,2023-09,Wednesday,4.0,55.75,18.02,37.73,67.68,55.75,2023-09,2022-08,13,79,18,2978.4,2,5,1,8,At Risk
ORD00124,2022-02-24,,CUST0243,Alice Garcia,Central,Sports & Outdoors,Resistance Bands Kit,3,33.57,9.32,0.1,2022,Q1,2,Feb,2022-02,Thursday,,90.64,27.96,62.68,69.15,90.64,2022-02,2022-02,0,116,8,1726.67,2,1,1,4,Others
ORD00125,2024-02-18,2024-02-20,CUST0349,Noah Anderson,North,Sports & Outdoors,Dumbbell Set 20kg,1,197.36,72.96,0.09,2024,Q1,2,Feb,2024-02,Sunday,2.0,179.6,72.96,106.64,59.38,179.6,2024-02,2022-02,24,6,16,10009.01,5,5,5,15,Champions
ORD00126,2023-02-22,2023-02-26,CUST0257,Maya Anderson,North,Furniture,Executive Chair,2,354.31,162.86,0.14,2023,Q1,2,Feb,2023-02,Wednesday,4.0,609.41,325.72,283.69,46.55,609.41,2023-02,2022-07,7,50,14,8502.9,3,4,4,11,Loyal Customers
ORD00127,2024-12-12,2024-12-16,CUST0161,Jack Jackson,Central,Furniture,Meeting Table,3,1130.64,544.32,0.07,2024,Q4,12,Dec,2024-12,Thursday,4.0,3154.49,1632.96,1521.53,48.23,3154.49,2024-12,2022-02,34,15,8,10263.16,5,1,5,11,New Customers
ORD00128,2023-06-26,2023-07-01,CUST0248,Zoe Brown,Central,Office Supplies,Desk Organizer,3,34.52,11.48,0.04,2023,Q2,6,Jun,2023-06,Monday,5.0,99.42,34.44,64.98,65.36,99.42,2023-06,2022-02,16,19,9,3971.93,4,1,2,7,New Customers
ORD00129,2023-03-01,2023-03-07,CUST0361,Zoe Clark,Central,Office Supplies,Ballpoint Pens Pack,3,13.95,3.23,0.07,2023,Q1,3,Mar,2023-03,Wednesday,6.0,38.92,9.69,29.23,75.1,38.92,2023-03,2022-02,13,70,12,2621.15,3,3,1,7,Loyal Customers
ORD00130,2024-03-19,2024-03-26,CUST0177,Maya Brown,East,Office Supplies,Stapler Heavy Duty,1,25.66,9.25,0.12,2024,Q1,3,Mar,2024-03,Tuesday,7.0,22.58,9.25,13.33,59.03,22.58,2024-03,2022-01,26,173,13,5674.98,1,3,3,7,Lost Customers
ORD00131,2023-06-10,2023-06-16,CUST0246,Zoe Davis,East,Electronics,USB-C Hub,5,52.5,13.06,0.12,2023,Q2,6,Jun,2023-06,Saturday,6.0,231.0,65.3,165.7,71.73,231.0,2023-06,2022-05,13,54,11,7940.57,3,2,4,9,Potential Loyalists
ORD00132,2023-05-06,2023-05-08,CUST0026,Xander White,South,Sports & Outdoors,Sports Water Bottle,3,21.15,5.62,0.08,2023,Q2,5,May,2023-05,Saturday,2.0,58.37,16.86,41.51,71.12,58.37,2023-05,2022-02,15,155,12,5633.41,1,3,3,7,Lost Customers
ORD00133,2022-10-09,2022-10-10,CUST0282,Quinn Martinez,West,Electronics,Wireless Headphones,1,251.0,87.96,0.02,2022,Q4,10,Oct,2022-10,Sunday,1.0,245.98,87.96,158.02,64.24,245.98,2022-10,2022-05,5,56,17,8003.92,3,5,4,12,Loyal Customers
ORD00134,2022-05-02,2022-05-09,CUST0046,Frank White,North,Clothing,Dress Pants,1,89.28,38.67,0.03,2022,Q2,5,May,2022-05,Monday,7.0,86.6,38.67,47.93,55.35,86.6,2022-05,2022-03,2,57,15,8158.36,3,4,4,11,Loyal Customers
ORD00135,2024-03-24,2024-03-31,CUST0254,Aaron Davis,East,Furniture,Filing Cabinet,5,251.83,90.07,0.11,2024,Q1,3,Mar,2024-03,Sunday,7.0,1120.64,450.35,670.29,59.81,1120.64,2024-03,2022-03,24,110,12,7756.91,2,3,4,9,At Risk
ORD00136,2023-11-18,2023-11-21,CUST0233,Chris Taylor,West,Electronics,Laptop Pro,5,1163.42,630.2,0.08,2023,Q4,11,Nov,2023-11,Saturday,3.0,5351.73,3151.0,2200.73,41.12,5351.73,2023-11,2022-02,21,3,13,11249.98,5,3,5,13,Loyal Customers
ORD00137,2022-11-29,2022-12-05,CUST0235,Victor Brown,North,Furniture,Meeting Table,1,1224.49,532.48,0.11,2022,Q4,11,Nov,2022-11,Tuesday,6.0,1089.8,532.48,557.32,51.14,1089.8,2022-11,2022-04,7,23,10,5714.71,4,2,3,9,New Customers
ORD00138,2024-04-10,2024-04-17,CUST0219,Karen Jones,North,Office Supplies,Stapler Heavy Duty,1,29.41,9.37,0.01,2024,Q2,4,Apr,2024-04,Wednesday,7.0,29.12,9.37,19.75,67.82,29.12,2024-04,2022-05,23,97,17,4969.08,2,5,2,9,At Risk
ORD00139,2024-02-25,2024-02-27,CUST0229,Emma Jackson,East,Furniture,Standing Desk,1,613.94,304.87,0.14,2024,Q1,2,Feb,2024-02,Sunday,2.0,527.99,304.87,223.12,42.26,527.99,2024-02,2022-02,24,153,12,10879.66,1,3,5,9,Lost Customers
ORD00140,2023-04-29,2023-04-30,CUST0342,Karen Anderson,,Sports & Outdoors,Sports Water Bottle,1,23.14,5.77,0.05,2023,Q2,4,Apr,2023-04,Saturday,1.0,21.98,5.77,16.21,73.75,21.98,2023-04,2022-03,13,99,14,13708.59,2,4,5,11,At Risk
ORD00141,2023-08-28,2023-08-31,CUST0315,Paul Thomas,West,Sports & Outdoors,Sports Water Bottle,2,24.44,6.18,0.14,2023,Q3,8,Aug,2023-08,Monday,3.0,42.04,12.36,29.68,70.6,42.04,2023-08,2022-02,18,63,8,1126.45,3,1,1,5,Others
ORD00142,2024-08-22,2024-08-29,CUST0276,Victor Miller,South,Furniture,Filing Cabinet,2,242.95,96.61,0.12,2024,Q3,8,Aug,2024-08,Thursday,7.0,427.59,193.22,234.37,54.81,427.59,2024-08,2022-01,31,76,14,2776.05,2,4,1,7,At Risk
ORD00143,2022-08-18,2022-08-19,CUST0281,Xander Martinez,Central,Sports & Outdoors,Yoga Mat Premium,1,62.26,20.09,0.03,2022,Q3,8,Aug,2022-08,Thursday,1.0,60.39,20.09,40.3,66.73,60.39,2022-08,2022-01,7,85,17,10754.82,2,5,5,12,At Risk
ORD00144,2023-02-25,2023-03-03,CUST0299,Quinn Harris,West,Furniture,Standing Desk,1,587.06,285.93,0.13,2023,Q1,2,Feb,2023-02,Saturday,6.0,510.74,285.93,224.81,44.02,510.74,2023-02,2022-01,13,168,14,4921.4,1,4,2,7,Lost Customers
ORD00145,2024-08-04,2024-08-10,CUST0158,Frank Thomas,North,Electronics,Tablet Air,2,597.73,305.81,0.06,2024,Q3,8,Aug,2024-08,Sunday,6.0,1123.73,611.62,512.11,45.57,1123.73,2024-08,2022-03,29,9,12,5763.38,5,3,3,11,Loyal Customers
ORD00146,2022-05-04,2022-05-05,CUST0242,Chris Jackson,South,Furniture,Meeting Table,3,1082.29,553.16,0.12,2022,Q2,5,May,2022-05,Wednesday,1.0,2857.25,1659.48,1197.77,41.92,2857.25,2022-05,2022-05,0,199,11,6142.44,1,2,3,6,Others
ORD00147,2024-02-13,2024-02-17,CUST0042,Victor Wilson,Central,Clothing,Running Shoes Pro,4,141.34,47.1,0.1,2024,Q1,2,Feb,2024-02,Tuesday,4.0,508.82,188.4,320.42,62.97,508.82,2024-02,2022-03,23,100,18,9771.94,2,5,5,12,At Risk
ORD00148,2024-03-15,2024-03-20,CUST0066,Henry Jones,North,Furniture,Ergonomic Footrest,10,73.98,20.66,0.03,2024,Q1,3,Mar,2024-03,Friday,5.0,717.61,206.6,511.01,71.21,717.61,2024-03,2022-04,23,47,13,6658.75,3,3,3,9,Loyal Customers
ORD00149,2024-02-16,2024-02-23,CUST0118,Alice Robinson,East,Electronics,USB-C Hub,2,45.85,14.49,0.05,2024,Q1,2,Feb,2024-02,Friday,7.0,87.12,28.98,58.14,66.74,87.12,2024-02,2022-01,25,64,14,7173.28,3,4,4,11,Loyal Customers
ORD00150,2022-02-02,2022-02-04,CUST0106,Rachel Garcia,West,Furniture,Ergonomic Footrest,3,72.13,20.35,0.09,2022,Q1,2,Feb,2022-02,Wednesday,2.0,196.91,61.05,135.86,69.0,196.91,2022-02,2022-02,0,8,16,4365.41,5,5,2,12,Loyal Customers
ORD00151,2024-04-03,2024-04-07,CUST0120,Sam Davis,North,Sports & Outdoors,Sports Water Bottle,3,24.0,5.57,0.11,2024,Q2,4,Apr,2024-04,Wednesday,4.0,64.08,16.71,47.37,73.92,64.08,2024-04,2022-01,27,193,10,2272.43,1,2,1,4,Others
ORD00152,2023-10-16,2023-10-21,CUST0307,Henry Miller,South,Furniture,Meeting Table,5,1413.65,536.18,0.12,2023,Q4,10,Oct,2023-10,Monday,5.0,6220.06,2680.9,3539.16,56.9,6220.06,2023-10,2022-02,20,30,20,16435.92,4,5,5,14,Champions
ORD00153,2023-07-18,2023-07-19,CUST0286,Rachel Jones,South,Office Supplies,Ballpoint Pens Pack,2,14.11,3.01,0.13,2023,Q3,7,Jul,2023-07,Tuesday,1.0,24.55,6.02,18.53,75.48,24.55,2023-07,2022-01,18,92,9,7396.88,2,1,4,7,Others
ORD00154,2024-02-20,2024-02-27,CUST0269,Noah Clark,South,Clothing,Cotton T-Shirt Pack,5,36.0,11.83,0.06,2024,Q1,2,Feb,2024-02,Tuesday,7.0,169.2,59.15,110.05,65.04,169.2,2024-02,2022-02,24,63,12,5737.19,3,3,3,9,Loyal Customers
ORD00155,2023-04-07,2023-04-10,CUST0363,Paul Davis,North,Office Supplies,Whiteboard Magnetic,1,140.27,58.35,0.07,2023,Q2,4,Apr,2023-04,Friday,3.0,130.45,58.35,72.1,55.27,130.45,2023-04,2022-01,15,63,11,15391.06,3,2,5,10,Potential Loyalists
ORD00156,2023-05-13,2023-05-16,CUST0105,Emma Harris,West,Sports & Outdoors,Jump Rope Pro,1,29.26,7.06,0.01,2023,Q2,5,May,2023-05,Saturday,3.0,28.97,7.06,21.91,75.63,28.97,2023-05,2022-03,14,79,12,7699.09,2,3,4,9,At Risk
ORD00157,2024-02-12,2024-02-18,CUST0310,Paul Clark,South,Office Supplies,Printer Paper,1,46.83,18.95,0.13,2024,Q1,2,Feb,2024-02,Monday,6.0,40.74,18.95,21.79,53.49,40.74,2024-02,2022-06,20,26,17,8451.0,4,5,4,13,Champions
ORD00158,2023-11-13,2023-11-16,CUST0008,Alice Williams,North,Sports & Outdoors,Sports Water Bottle,1,23.79,5.73,0.03,2023,Q4,11,Nov,2023-11,Monday,3.0,23.08,5.73,17.35,75.17,23.08,2023-11,2022-02,21,123,13,6260.04,2,3,3,8,At Risk
ORD00159,2023-05-06,2023-05-11,CUST0165,Jack Miller,Central,Clothing,Casual Polo Shirt,1,59.88,17.55,0.06,2023,Q2,5,May,2023-05,Saturday,5.0,56.29,17.55,38.74,68.82,56.29,2023-05,2022-02,15,167,15,5209.17,1,4,3,8,Lost Customers
ORD00160,2022-07-21,2022-07-28,CUST0370,Diana Jones,South,Office Supplies,Stapler Heavy Duty,2,26.84,9.02,0.13,2022,Q3,7,Jul,2022-07,Thursday,7.0,46.7,18.04,28.66,61.37,46.7,2022-07,2022-01,6,204,16,3397.16,1,5,2,8,Lost Customers
ORD00161,2022-10-26,2022-10-27,CUST0134,Grace Brown,West,Office Supplies,Stapler Heavy Duty,1,28.12,9.09,0.09,2022,Q4,10,Oct,2022-10,Wednesday,1.0,25.59,9.09,16.5,64.48,25.59,2022-10,2022-04,6,74,19,7680.34,3,5,4,12,Loyal Customers
ORD00162,2023-05-19,2023-05-23,CUST0282,Quinn Martinez,East,Office Supplies,Ballpoint Pens Pack,2,11.27,2.87,0.1,2023,Q2,5,May,2023-05,Friday,4.0,20.29,5.74,14.55,71.71,20.29,2023-05,2022-05,12,56,17,8003.92,3,5,4,12,Loyal Customers
ORD00163,2023-12-23,2023-12-25,CUST0072,Tara Williams,Central,Clothing,Dress Pants,1,101.89,35.95,0.07,2023,Q4,12,Dec,2023-12,Saturday,2.0,94.76,35.95,58.81,62.06,94.76,2023-12,2022-01,23,33,16,7982.88,4,5,4,13,Champions
ORD00164,2022-04-10,2022-04-17,CUST0004,Emma Brown,South,Electronics,Laptop Pro,4,1358.06,577.77,0.13,2022,Q2,4,Apr,2022-04,Sunday,7.0,4726.05,2311.08,2414.97,51.1,4726.05,2022-04,2022-01,3,70,6,8231.34,3,1,4,8,Others
ORD00165,2024-09-16,2024-09-22,CUST0250,Beth Harris,West,Electronics,Smartphone X,1,794.47,480.44,0.16,2024,Q3,9,Sep,2024-09,Monday,6.0,667.35,480.44,186.91,28.01,667.35,2024-09,2022-11,22,106,9,2689.05,2,1,1,4,Others
ORD00166,2022-02-05,2022-02-10,CUST0358,Jack Thomas,South,Electronics,Laptop Pro,10,1246.59,597.65,0.12,2022,Q1,2,Feb,2022-02,Saturday,5.0,10969.99,5976.5,4993.49,45.52,10969.99,2022-02,2022-01,1,112,14,18575.9,2,4,5,11,At Risk
ORD00167,2023-06-01,2023-06-08,CUST0182,Noah Robinson,East,Electronics,Wireless Headphones,2,259.33,81.48,0.06,2023,Q2,6,Jun,2023-06,Thursday,7.0,487.54,162.96,324.58,66.58,487.54,2023-06,2022-02,16,185,14,10914.56,1,4,5,10,Lost Customers
ORD00168,2022-06-15,2022-06-21,CUST0333,Xander Harris,West,Clothing,Winter Jacket,1,230.89,94.9,0.01,2022,Q2,6,Jun,2022-06,Wednesday,6.0,228.58,94.9,133.68,58.48,228.58,2022-06,2022-01,5,60,18,8688.29,3,5,4,12,Loyal Customers
ORD00169,2022-06-19,2022-06-23,CUST0223,Rachel Smith,North,Clothing,Cotton T-Shirt Pack,3,35.8,11.24,,2022,Q2,6,Jun,2022-06,Sunday,4.0,,33.72,,,,2022-06,2022-02,4,117,10,3268.0,2,2,2,6,Others
ORD00170,2024-08-31,2024-09-03,CUST0024,Tara Wilson,East,Sports & Outdoors,Yoga Mat Premium,3,56.94,21.28,0.1,2024,Q3,8,Aug,2024-08,Saturday,3.0,153.74,63.84,89.9,58.48,153.74,2024-08,2022-02,30,4,14,10265.87,5,4,5,14,Champions
ORD00171,2022-02-02,2022-02-04,CUST0301,Victor Williams,West,Sports & Outdoors,Pull-up Bar Doorway,4,91.58,31.31,0.12,2022,Q1,2,Feb,2022-02,Wednesday,2.0,322.36,125.24,197.12,61.15,322.36,2022-02,2022-02,0,25,18,4749.36,4,5,2,11,Loyal Customers
ORD00172,2024-03-07,2024-03-13,CUST0277,Liam Jackson,South,Electronics,USB-C Hub,4,41.79,13.42,0.11,2024,Q1,3,Mar,2024-03,Thursday,6.0,148.77,53.68,95.09,63.92,148.77,2024-03,2022-06,21,3,15,3199.71,5,4,2,11,Loyal Customers
ORD00173,2023-11-29,2023-12-04,CUST0394,Paul Brown,East,Electronics,Mechanical Keyboard,4,116.49,41.58,0.09,2023,Q4,11,Nov,2023-11,Wednesday,5.0,424.02,166.32,257.7,60.78,424.02,2023-11,2022-04,19,12,13,5105.74,5,4,3,12,Loyal Customers
ORD00174,2024-02-08,,CUST0096,David Taylor,North,Electronics,USB-C Hub,1,50.18,13.89,0.1,2024,Q1,2,Feb,2024-02,Thursday,,45.16,13.89,31.27,69.24,45.16,2024-02,2022-02,24,97,15,5880.56,2,4,3,9,At Risk
ORD00175,2022-11-12,2022-11-16,CUST0365,Paul Smith,West,Sports & Outdoors,Resistance Bands Kit,1,33.58,9.31,0.02,2022,Q4,11,Nov,2022-11,Saturday,4.0,32.91,9.31,23.6,71.71,32.91,2022-11,2022-05,6,58,12,4133.01,3,3,2,8,Loyal Customers
ORD00176,2024-01-08,2024-01-15,CUST0139,Victor Brown,West,Office Supplies,Stapler Heavy Duty,1,25.54,8.29,0.01,2024,Q1,1,Jan,2024-01,Monday,7.0,25.28,8.29,16.99,67.21,25.28,2024-01,2023-07,6,35,7,2128.57,4,1,1,6,New Customers
ORD00177,2023-12-26,2023-12-31,CUST0048,Diana Thompson,West,Clothing,Cotton T-Shirt Pack,1,36.62,10.84,0.12,2023,Q4,12,Dec,2023-12,Tuesday,5.0,32.23,10.84,21.39,66.37,32.23,2023-12,2022-02,22,107,17,12741.74,2,5,5,12,At Risk
ORD00178,2023-05-13,2023-05-18,CUST0267,Noah Taylor,South,Electronics,USB-C Hub,3,45.19,14.63,0.06,2023,Q2,5,May,2023-05,Saturday,5.0,127.44,43.89,83.55,65.56,127.44,2023-05,2022-01,16,196,12,3760.41,1,3,2,6,Lost Customers
ORD00179,2023-07-20,2023-07-24,CUST0154,Frank Jackson,East,Office Supplies,Stapler Heavy Duty,1,26.89,8.49,0.01,2023,Q3,7,Jul,2023-07,Thursday,4.0,26.62,8.49,18.13,68.11,26.62,2023-07,2022-04,15,38,14,4288.24,4,4,2,10,Loyal Customers
ORD00180,2022-08-08,2022-08-10,CUST0156,Grace Thomas,Central,Furniture,Ergonomic Footrest,1,69.39,22.33,0.12,2022,Q3,8,Aug,2022-08,Monday,2.0,61.06,22.33,38.73,63.43,61.06,2022-08,2022-04,4,119,9,6152.08,2,1,3,6,Others
ORD00181,2022-10-06,2022-10-09,CUST0165,Jack Miller,West,Clothing,Running Shoes Pro,4,121.45,47.47,0.1,2022,Q4,10,Oct,2022-10,Thursday,3.0,437.22,189.88,247.34,56.57,437.22,2022-10,2022-02,8,167,15,5209.17,1,4,3,8,Lost Customers
ORD00182,2024-10-02,2024-10-07,CUST0125,Beth Anderson,West,Office Supplies,Ballpoint Pens Pack,1,14.03,3.22,0.04,2024,Q4,10,Oct,2024-10,Wednesday,5.0,13.47,3.22,10.25,76.1,13.47,2024-10,2022-03,31,79,16,7958.14,2,5,4,11,At Risk
ORD00183,2023-01-04,2023-01-10,CUST0394,Paul Brown,West,Office Supplies,Printer Paper,10,52.18,17.14,0.14,2023,Q1,1,Jan,2023-01,Wednesday,6.0,448.75,171.4,277.35,61.81,448.75,2023-01,2022-04,9,12,13,5105.74,5,4,3,12,Loyal Customers
ORD00184,2024-04-17,2024-04-23,CUST0256,Victor Miller,East,Furniture,Filing Cabinet,1,246.25,100.04,0.05,2024,Q2,4,Apr,2024-04,Wednesday,6.0,233.94,100.04,133.9,57.24,233.94,2024-04,2022-03,25,63,11,4742.63,3,2,2,7,Potential Loyalists
ORD00185,2024-09-08,2024-09-13,CUST0206,Chris Jones,West,Furniture,Ergonomic Footrest,2,65.45,21.57,0.14,2024,Q3,9,Sep,2024-09,Sunday,5.0,112.57,43.14,69.43,61.68,112.57,2024-09,2022-03,30,114,15,14295.03,2,4,5,11,At Risk
ORD00186,2022-06-24,2022-06-25,CUST0394,Paul Brown,South,Sports & Outdoors,Yoga Mat Premium,4,67.03,19.55,0.1,2022,Q2,6,Jun,2022-06,Friday,1.0,241.31,78.2,163.11,67.59,241.31,2022-06,2022-04,2,12,13,5105.74,5,4,3,12,Loyal Customers
